bcl-gl,2.020536670907654
hour,1.5849625007211563
flag-conjugated,1.5849625007211563
n-3,1.0874628412503395
n-2,1.0874628412503395
fl,1.0874628412503395
n-1,1.0874628412503395
n-4,1.0874628412503395
m2,1.0780025120012733
set,1.0780025120012733
agarose,1.070389327891398
isoform,1.0641303374197155
hela,1.0641303374197155
long,1.0588936890535687
use,1.0588936890535687
sigma-aldrich,1.0544477840223765
flag-tagged,1.0356239097307214
gel,1.0339473319233377
vectors,1.0238467419543678
immunoprecipitated,1.0230836131130412
substrate,1.0210616155278296
recombinant,1.0166787411466305
transfected,1.0091022071072524
assay,1.0079927907535307
kinase,1.0064840335701988
expression,1.0027932148916807
proteins,1.0021263011083879
cells,1.001627405746046
protein,1.0014248841068283
