ds,0.503399
cr,0.485930
dh,0.481533
hunt_jf,0.462773
ch,0.460749
cd_spectra,0.457917
prestegard_jh,0.457132
cm,0.452536
plant_physiol_biochem,0.450694
ls,0.449904
jm,0.447873
me,0.446845
ea,0.446426
rg,0.446281
graves_bj,0.445436
sk,0.441378
mcree_de,0.438823
wagner_dd,0.438086
cw,0.436735
j_med_chem,0.435432
gp,0.435011
gg,0.433040
hl,0.432946
ag,0.432257
lagarias_jc,0.431381
cg,0.431057
rd,0.430932
palmer_ag,0.428989
lamparter_t,0.427904
kim_ym,0.427558
spectropolarimeter,0.425873
circular_dichroism,0.425210
tr,0.425069
jasco,0.424274
far-uv,0.424157
jd,0.424061
zakian_va.,0.423892
sj,0.423607
sadler_je,0.422208
jj,0.421678
ehlers_md.,0.420695
aviv,0.420187
ah,0.419968
mp,0.419799
cc,0.419526
r,0.418865
tm,0.418788
sb,0.418360
dw,0.418274
ke,0.417900
hawkins_pt,0.417844
ac,0.417802
ab,0.417635
mb,0.416668
lopez_ja,0.416639
pt,0.415570
tt,0.415301
cgui,0.415299
qls,0.415153
kw,0.414224
ae,0.413090
se,0.412426
sunde_m,0.412407
am,0.412021
tl,0.411284
rm,0.411214
mh,0.410105
jl,0.409984
jc,0.409722
pf,0.409310
ain,0.408831
bl,0.407567
j_chem_phys,0.407345
rk,0.406655
ta,0.406417
springer_ta,0.405915
xw,0.405243
nj,0.405132
ghirlando_r,0.404927
dy,0.404919
ct,0.404828
jr,0.404463
kuhn_rj,0.403551
rl,0.403389
far-uv_cd_spectra,0.403091
kc,0.402892
qs,0.402597
wc,0.402453
tc,0.401349
raman,0.400871
js,0.400792
lk,0.400603
ys,0.400396
mj,0.399199
verdine_gl,0.399124
bb,0.398919
butler_pj,0.398462
path-length,0.398454
af,0.397905
minima,0.397764
