lin-12,4.6797000057692495
egf,4.5500140949997405
repeats,3.23400753600382
lin-3,3.1699250014423126
egl-17,3.1699250014423126
domain,3.0378001103389005
osm-11,2.444784842672896
db,2.3398500028846247
notch,2.3398500028846247
fused,2.140778655782796
gal4,2.0946114295567138
tested,2.0836403513892536
interactions,2.054961472844214
interaction,2.0179775664545097
lag-2ex,1.5849625007211563
fgf,1.5849625007211563
ppc86,1.5849625007211563
dsl-1,1.5849625007211563
db-prb,1.5849625007211563
ad-e2f1,1.5849625007211563
pairwise,1.5849625007211563
ad-e2f,1.5849625007211563
db-fos,1.5849625007211563
ad-jun,1.5849625007211563
self-activation,1.5849625007211563
reciprocal,1.5849625007211563
db-dp1,1.5849625007211563
lag-2,1.5849625007211563
gal4p,1.5849625007211563
six,1.3219280948873624
ad,1.3219280948873624
ligands,1.3219280948873624
dsl,1.3219280948873624
receptor,1.222392421336448
exhibited,1.1699250014423124
extracellular,1.1375035237499351
unpublished,1.1154772174199359
empty,1.1154772174199359
strong,1.0995356735509143
blue,1.0874628412503395
fusions,1.0874628412503395
controls,1.0874628412503395
staining,1.070389327891398
vectors,1.070389327891398
therefore,1.0544477840223765
positive,1.0506260730699681
interacted,1.0473057147783569
whereas,1.0443941193584534
dna,1.0395283641866373
first,1.0395283641866373
activation,1.0356239097307214
indicated,1.0238467419543678
detected,1.0238467419543678
fusion,1.0230836131130412
yeast,1.0179219079972623
two-hybrid,1.0170735133589415
assay,1.0159415438690216
data,1.0149503414659717
binding,1.0093378645793363
proteins,1.008461578748196
