plasmid,6.692863304519616
rev,6.0
ng,5.28771237954945
cells,5.06969595478937
expression,4.209869679576542
elisa,4.0
pdm128,4.0
cat,4.0
post-transfection,3.1699250014423126
roche,2.444784842672896
tbk1,2.3398500028846247
ddx3x,2.3398500028846247
reporter,2.3040061868901
transfected,2.128260674839431
wt,2.0790567283732746
six-well,1.5849625007211563
k38m,1.5849625007211563
seeded,1.5849625007211563
k230a,1.5849625007211563
instructions,1.5849625007211563
biotinylated,1.3219280948873624
intracellular,1.3219280948873624
hek293,1.3219280948873624
content,1.3219280948873624
manufacturer,1.3219280948873624
per,1.222392421336448
β1-integrin,1.222392421336448
constant,1.1699250014423124
plates,1.1699250014423124
analysed,1.1699250014423124
harvested,1.1375035237499351
normalized,1.1375035237499351
empty,1.1154772174199359
according,1.1154772174199359
amounts,1.1154772174199359
added,1.0874628412503395
levels,1.0780025120012733
amount,1.070389327891398
measured,1.0588936890535687
samples,1.0544477840223765
well,1.0544477840223765
determined,1.0473057147783569
dna,1.0395283641866373
indicated,1.0238467419543678
using,1.007341975341168
elisahek293,1.0
